Dialogue_ID	Utterance_ID	Utterance	label
263	5	but no: chandler is in an accident and can't perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill.	o
263	6	op, can i just tell you something? very flattered but umm, i'm engaged.	s
263	7	well you should be embarrassed.	o
263	8	i did, but that was really fun.	o
264	0	hey.	g
264	1	chandler. i sensed it was you.	s
264	2	what?!	q
264	3	unagi. i'm always aware.	s
264	4	okay, are you aware unagi  is an eel?	q
264	5	what's up?	q
264	6	i can't figure out what to make monica.	s
264	7	oh, why don't you make her one of your little jokes.	o
264	8	i'm going crazy! okay? do you have any thing around here that looks homemade?	q
264	9	y'know what?	q
264	10	she'd-she'd love this.	s
264	11	uh, it's an exact replica of apollo 8.	s
264	12	i made it in the sixth grade.	s
264	13	yeah, i guess i could use that. i could say that your love sends me to the moon.	o
264	14	yeah-yeah, except apollo 8 didn't actually land on the moon.	s
264	15	but you-you-you could write that umm, your love lets me orbit the moon twice and return safely.	s
264	16	wait a minute, i can't give this to her.	o
264	17	why not?	q
264	18	because it says  captain ross  on the side and  i hate monica  on the bottom.	ans
265	0	oh. oh i just cannot believe clark stood me up!	o
265	1	he might still show up.	s
265	2	oh, what are you, stupid? it's been three hours.	s
265	3	is that all?	q
265	4	i should just go on to happier things, okay? umm, why don't you tell about your lovely wedding?	s
266	0	well actually uh, there was something we wanted to tell you about the wedding.	s
267	0	um, it's going to be a small ceremony.	s
268	0	uh, tiny!	s
268	1	we're not even sure why we're having it.	s
269	0	it's actually going to be just family.	s
269	1	oh…wait…you two think of me as family?! oh, i have to ask you something now and be honest; do you want me to sing	q
270	0	come here to me. no-no, you come here to me.	c
270	1	hey ross! i brought reinforcements.	g
270	2	oh great! what, you brought joey?	q
270	3	well, i brought the next best thing.	ans
271	0	whoa!  y'know what katie? i gotta tell ya i-i-i-i think you are the one who is too much.	o
271	1	ohh, joey has the nicest friends!	s
271	2	ohh, and the nicest girlfriend!	s
271	3	you're so sweet!	o
271	4	ohh, you're so sweet!	o
271	5	oww!!!! joey, she just kicked me.	s
271	6	huh.	b
271	7	well? aren't you gonna do something?	q
271	8	uhh….	b
271	9	you'd better do something, or i'm gonna walk out that door right now! well? are you gonna?	q
271	10	nah.	ans
272	0	how could you pick up a hitchhiker?! he could be a rape—, a rapist or a killer or something!	q
272	1	don't you think i asked him that before he got in?!	q
272	2	y'know what? i'm not talking to you! you go back to sleep!  and you, are you a rapist?!	q
272	3	no!	ans
272	4	do you like car games?	q
272	5	yeah, y'know the license plate game?	q
272	6	i	oth
272	7	ooh, i'll play! i'll play!	s
272	8	no-no! you need your sleep. night-night! shh!	dag
273	0	pheebs, can you help me pick out an engagement ring for monica?	q
273	1	i can't figure this out!	s
273	2	it's so hard!	s
273	3	should i get her a  tiffany cut or a princess cut or a—ah-ah!	q
273	4	paper cut!	ans
273	5	now, have you told anyone else?	q
273	6	no, i don't want to tell anybody else because i don't want monica to find out.	ans
273	7	you told me.	s
273	8	well, it's because i trust you, you're one of my best friends, and you walked in on me when i was looking at ring brochures.	o
273	9	yeah well, once again not knocking pays off. i only wish you hadn't been on the toilet.	s
273	10	me too.	s
273	11	hey.	g
273	12	hey.	g
273	13	hey! so chandler, wanna go to the coffeehouse?	q
273	14	oh all right.	ans
273	15	oh perfect, we were just gonna see if you wanted to go.	s
273	16	oh well, we don't because we got…the…other pl-place.	s
273	17	how rude.	o
273	18	oh, i'm sorry. you wanna bite?	q
274	0	the stripper stole the ring!! the stripper stole the ring!! chandler! chandler, get up! get up! the stripper stole the ring!	s
274	1	what?	q
274	2	the ring is gone!	ans
274	3	ugh.	b
274	4	just a sec, give me a minute to wake up for this—ah-ha-ha!!	s
274	5	you lost the ring!	s
274	6	you're the worst best man ever!	o
274	7	dude, this isn't funny!	o
274	8	what am i gonna do?!	q
274	9	i go to bed last night, everything's cool!	s
274	10	i wake up this morning, the stripper's gone and the ring is gone!	s
274	11	you slept with the stripper?	q
274	12	of course!!	ans
275	0	what difference does that make?!	q
275	1	well, i'm just—if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!	ans
275	2	joey, do you have a minute?	q
275	3	dude, what am i gonna	q
275	4	uh, rachel's here, so good luck man, let me know how it works out.	s
275	5	oh, joey, i have such a problem!	s
275	6	oh well, you're timing couldn't be better. i am putting out fires all over the place.	s
275	7	okay. okay. okay. joey, i have	oth
275	8	what-what is it, what is it?	q
275	9	oh my god, it's so huge, but you just have to promise me that you cannot tell anyone.	ans
275	10	oh no, no-no-no-no! i don't want to know!	s
275	11	yes! yes! yes, you do want to know! this is unbelievable!	dag
275	12	i don't care, rach! look, i am tired of being the guy who knows all the secrets but can't tell anyone!	s
275	13	what? what secrets? you know secrets? what are they?	q
275	14	and you're not supposed to be gossiping!!	s
275	15	i know, i know! i just can't keep this one in, so i pick up the phone	s
275	16	i'm not listening to you!	s
276	0	oh! yay! look! there's a piece that doesn't have floor on it!	s
276	2	hey, come on now!	s
276	3	all right, what are we havin'?	q
277	0	uhh, i don't believe in these crazy diets y'know, just everything in moderation.	o
277	1	i'll take those to go.  for the kids.	s
277	2	oh, i know what i wanted to ask you. you were on the show years ago and then they killed you off. what happened there?	q
277	3	it was so stupid, i said some stuff in an interview that i shouldn't have said.	o
277	4	but believe me, that's not gonna happen today.	o
277	5	understood. so, what'd you say back then?	q
277	6	well, i said that i	ans
278	0	ha!	s
278	1	so you like the drums!	s
278	2	that's, that's great!	o
278	3	y'know, i was worried, that, you know, they would maybe an unbearable living situation.	o
278	4	all right, okay, well, apparently not!	s
278	5	so, yay!	oth
278	6	hey-hey, pheebs, check it out, we already learned a song.  ready? one, two, three, four...	c
278	7	tequila!!	oth
278	8	that's fun.	o
279	0	whoa-whoa, treeger made you cry?	q
279	1	yes! and he said really mean things that were only partly true.	ans
279	2	i'm gonna go down there and teach that guy a lesson.	s
279	3	joey, please don't do that. i think it's best that we just forget about it.	o
279	4	that's easy for you to say, you weren't almost just killed.	s
279	5	all right that's it, school is in session!	s
279	6	my god! is this a gym card?	q
279	7	oh yeah, gym member. i try to go four times a week, but i've missed the last 1200 times.	ans
279	8	so why don't you quit?	q
279	9	you don't think i've tried? you think i	ans
279	10	who is maria?	q
279	11	oh maria. you can't say no to her, she's like this lycra spandex covered gym…treat.	ans
279	12	you need me to go down there with you and hold your hand?	q
279	13	no!	ans
279	14	so you're strong enough to face her on your own?	q
279	15	oh no, you'll have to come.	ans
280	0	pheebs, i don't think anyone's mad about that.	o
280	1	exactly! because it's in the past!	ag
280	2	anybody gonna eat that?	q
281	0	pheebs!	oth
281	1	hey!	g
281	2	listen, you know how uh, when you're wearing pants and you lean forward i check out your underwear?	s
281	3	yeah!	b
281	4	well, when jake did it i saw that…he was wearing women's underwear!	s
281	5	i know. they were mine.	s
281	6	oh.  no! no wait, that's weird!	o
281	7	no, it's not! we were just goofing around and i dared him to try them on.	s
281	8	that's weird!	o
281	9	i'm wearing his briefs right now.	s
281	10	that's…kinda hot.	o
282	0	i think so too. and that little flap? great for holding my lipstick.	ag
282	1	yeah, i wouldn't know about that.	s
282	2	and! y'know what jake says? that women's underwear is actually more comfortable. and he loves the way the silk feels against his skin.	s
283	0	yeah well next thing you know, he'll be telling you that your high heels are good for his posture!	s
283	1	there is nothing wrong with jake! okay? he is all man! i'm thinking even more than you.	s
283	2	oh yeah, he looked like a real lumberjack in those pink lacys.	s
283	3	i'm just saying that only a man completely secure with his masculinity could walk around in women's underwear!	s
283	4	i don't think you could ever do that.	o
283	5	hey! i	g
283	6	okay, whatever.	oth
284	0	lusts of the flesh.	o
284	1	what?	q
284	2	i don't know.  a cowboy theme?	ans
285	0	hey uh, is it okay to come in?	q
285	1	of course! oh joey, this ring i…it's beautiful i love it!	ans
285	2	yeah uh look rach, there's something i gotta tell ya.	s
285	3	hey!	g
285	4	hey! are you ready to try nursing again?	q
285	5	yeah! hi emma. hey, why do you think she won't take my  breast?	q
285	6	it's all right honey, it takes some babies a while to get it,  but don't worry. it'll happen.	ans
285	7	yowza	oth
285	8	okay sweetie, you can do it. just open up and put it in your  mouth.	c
285	9	dear lord.	oth
285	10	i'm sorry honey, what were you saying?	q
285	11	oh uh-uh yeah, i think that…	ans
285	13	do you think my nipples are  too big for her mouth?	q
285	14	she looks scared.	o
285	15	doesn't she  look scared?	q
285	16	y'know, i don't really know her.	ans
286	0	can you see my nipples through this shirt?	q
286	1	no. but don't worry, i'm sure they're still there.	ans
286	2	where are you going, mr. suity-man?	q
286	3	well, i have an appointment to see dr. robert pillman, career counselor a-gogo.  i added the  a-gogo.	ans
287	0	actually, tomorrow night kinda depends on how tonight goes.	s
287	1	oh, uh, listen, about tonight...	s
287	2	no, no, no, don't you dare bail on me.	c
287	3	the only reason she's goin' out with me is because i said i could bring a friend for her friend.	s
287	4	yes, i know, but her friend sounds like such a...	s
287	5	pathetic mess?	o
287	6	i know, but—come on, man, she's needy, she's vulnerable.	o
287	7	i'm thinkin', cha-ching!	oth
287	8	thanks.	g
287	9	look, you have not been out with a woman since janice.	s
287	10	you're doin' this.	s
287	11	hi. she said yes.	s
287	12	yes! way to go, man!  still got the egg, huh?	ap
288	0	happy birthday to you!	g
288	1	you're paying for that.	s
288	2	what? no-no it's her birthday!	dag
288	3	you've sung happy birthday to 20 different women today!	s
288	4	but it really	s
288	5	you are no longer authorized to distribute birthday muffins.	s
288	6	damnit!	oth
288	7	rach? hi!	g
288	8	hi!	g
288	9	did you tell your sister to ask me out?	q
288	10	well yeah	ans
288	11	oh wow!	b
288	12	i mean, wow!	b
288	13	i mean, i-i-i think she's cute but i-i would never have thought of going out with her, never!	o
288	14	really?!	q
288	15	yeah but after you said it was okay, i figured,  why not?!	ans
288	16	oh so-so not really never.	s
288	17	i have to say you are a much bigger person than i am.	o
288	18	i mean after all we've been through, i just—y'know i wish i had a brother to reciprocate.	o
288	19	hey, if you ever want to go out with monica, you have my blessing.	s
288	20	oh-ho, and mine!	s
289	1	no-no wait-wait! i can't just let you hang up! just please talk to me.	c
289	2	well…i only have one thing to do today.  i guess i could push it back.	s
289	3	yeah! now, why do you want to kill yourself?	q
289	4	it's just that i uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows i exist!	ans
289	5	chandler?	q
290	0	i-i'm sorry?	ap
291	0	no look, i-i'm sure that people know you exist!	s
291	1	oh yeah?	b
292	0	i work in a cubicle surrounded by people.	s
292	1	i've been talking to you for five minutes now about killing myself and no one's even looked up from their desk.	s
292	2	hang-hang on.	c
292	3	hey everybody!	g
292	4	uh, i'm gonna kill myself!	s
292	5	i got nothing.	s
293	0	apparently, there's like a million guys out there that can play mac, and there's only this one robot and this one guy who controls it!	o
293	1	i didn't know he could get me fired!	s
293	2	what am i going to do?	q
293	3	well y'know joey, you're a pretty charming guy.	o
293	4	thanks, but i kinda have a problem to deal with here.	s
293	5	no sweetie, you've got to win over the guy that controls c.h.e.e.s.e.! you've got to kiss some serious robot ass!	o
293	6	that's not a bad idea.	ag
293	7	okay, but if i got to turn on the charm tomorrow i'm not wasting anymore of it over here with you guys.	o
293	8	well, actually i got a little bit saved for you pheebs.	s
293	9	so do you think uh, joey's more charming than me?	q
293	10	yeah! that's why i'm sleeping with him on the side.	ans
